"movie_odid","display_name","release_odid","release_name","video_release_date","type","distributor"
"181750100","Holy Motors","78130119","Holy Motors","2013-02-26","Regular","Indomina Releasing"
"181760100","Chasing Ice","93490119","Chasing Ice","2013-09-10","Regular","New Video Group"
"181770100","You're Next","89500119","You're Next","2014-01-14","Regular","Lionsgate Home Entertainment"
"181850100","Batman: The Dark Knight Returns, Part 2","73600119","Batman: The Dark Knight Returns, Part 2","2013-01-29","Regular","Warner Home Video"
"181860100","Brooklyn Castle","81880119","Brooklyn Castle","2013-06-04","Regular","Alchemy"
"181960100","Flight of the Butterflies","133530119","Flight of the Butterflies","2016-07-12","Regular","Shout Factory"
"181990100","Admission","83110119","Admission","2013-07-09","Regular","Universal Home Entertainment"
"182000100","No Good Deed","104800119","No Good Deed","2015-01-06","Regular","Sony Pictures Home Entertainment"
"182010100","Smurfs: The Lost Village","154300119","Smurfs: The Lost Village","2017-06-20","Online Only","Columbia Pictures Home Entertainment"
"182040100","Vous n'avez encore rien vu","87910119","You Ain't Seen Nothin' Yet","2013-12-10","Regular","Kino Video"
"182070100","Cesare deve morire","88390119","Cesare deve morire","2013-12-24","Regular","Adopt Films"
"182090100","Death Race 3: Inferno","76680119","Death Race 3: Inferno","2013-01-22","Regular","Universal Home Entertainment"
"182110100","Emperor","84400119","Emperor","2013-08-13","Regular","Lionsgate Home Entertainment"
"182140100","LUV","78910119","LUV","2013-04-02","Regular","Indomina Releasing"
"182170100","Officer Down","76730119","Officer Down","2013-01-22","Regular","Anchor Bay Home Entertainment"
"182260100","The Central Park Five","80150119","The Central Park Five","2013-04-23","Regular","PBS"
"182270100","The House I Live In","80030119","The House I Live In","2013-07-02","Regular","Virgil Films and Entertainment"
"182330100","Dark Skies","81510119","Dark Skies","2013-05-28","Regular","Anchor Bay Home Entertainment"
"182340100","Katt Williams: Kattpacalypse","71900119","Katt Williams: Kattpacalypse","2012-09-18","Regular","Entertainment One"
"182470100","Ye Ying - Le promeneur d'oiseau","127770119","Nightingale The","2016-04-05","Regular","Kino Lorber"
"182600100","Save the Date","82280119","Save the Date","2013-06-11","Regular","Mpi Home Video"
"182660100","Gayby","72650119","Gayby","2012-12-11","Regular","Wolfe Video"
"182700100","Starlet","80730119","Starlet","2013-05-07","Regular","Music Box Films Video"
"182720100","56 Up","82900119","56 Up","2013-07-02","Regular","First Run Home"
"182730100","A Haunted House","79360119","A Haunted House","2013-04-23","Regular","Universal Home Entertainment"
"182740100","The Devil's Hand","104360119","The Devil's Hand","2014-12-16","Regular","Lionsgate Home Entertainment"
"182770100","Monster High Ghouls Rule","72360119","Monster High Ghouls Rule","2012-10-09","Regular","Universal Home Entertainment"
"182790100","12 Rounds 2: Reloaded","80430119","12 Rounds: Reloaded","2013-06-04","Regular","Fox Home Entertainment"
"182810100","Jesus Christ Superstar Live","176670119","Jesus Christ Superstar Live","2018-06-15","Regular","Sony Pictures Home Entertainment"
"182820100","The Peanuts Movie","123770119","The Peanuts Movie","2016-02-12","Online Only","Fox Home Entertainment"
"182920100","Hangul","101000119","Hangul","2013-07-23","Regular","Image Entertainment Video"
"182960100","The Incredible Burt Wonderstone","82600119","The Incredible Burt Wonderstone","2013-06-25","Regular","Warner Home Video"
"182970100","Prisoners","88820119","Prisoners","2013-12-17","Regular","Warner Home Video"
"183010100","Jeff Dunham: Minding the Monsters","72610119","Jeff Dunham: Minding the Monsters","2012-10-09","Regular","Paramount Home Video"
"183020100","Gottfried Helnwein and the Dreaming Child","79000119","Gottfried Helnwein and the Dreaming Child","2013-03-19","Regular","First Run Home"
"183030100","Wagner & Me","80480119","Wagner & Me","2013-04-30","Regular","First Run Home"
"183080100","Mea Maxima Culpa: Silence in the House of God","86960119","Mea Maxima Culpa: Silence in the House of God","2013-10-08","Regular","Docurama Video"
"183090100","The Fitzgerald Family Christmas","91160119","The Fitzgerald Family Christmas","2013-11-05","Regular","Magnolia Home Entertainment"
"183100100","Saving Mr. Banks","91870119","Saving Mr. Banks","2014-03-18","Regular","Buena Vista Home Entertainment"
"183110100","Bears","97300119","Bears","2014-08-12","Regular","Buena Vista Home Entertainment"
"183180100","Wu Dang","72780119","Wu Dang","2012-12-04","Regular","Well Go USA Video"
"183280100","Machete Kills","90000119","Machete Kills","2014-01-21","Regular","Universal Home Entertainment"
"183320100","Paranormal Activity: The Ghost Dimension","122480119","Paranormal Activity: The Ghost Dimension","2015-12-15","Online Only","Paramount Home Video"
"183340100","Dangerous Liaisons","77590119","Dangerous Liaisons","2013-02-12","Regular","Well Go USA Video"
"183360100","California Solo","78400119","California Solo","2013-03-05","Regular","Strand Home"
"183370100","Oldboy","91650119","Oldboy","2014-03-04","Regular","Sony Pictures Home Entertainment"
"183410100","Closed Circuit","89210119","Closed Circuit","2014-01-07","Regular","Universal Home Entertainment"
"183530100","What Maisie Knew","84440119","What Maisie Knew","2013-08-13","Regular","Alchemy"
"183540100","Abominable Christmas","86520119","Abominable Christmas","2013-10-23","Regular","ARC Entertainment Video"
"183650100","Ain't in It for My Health: A Film About Levon Helm","86190119","Ain't in It for My Health: A Film About Levon Helm","2013-10-08","Regular","Kino Video"
"183680100","Any Day Now","80200119","Any Day Now","2013-04-23","Regular","Music Box Films Video"
"183690100","Olympus Has Fallen","84390119","Olympus Has Fallen","2013-08-13","Regular","Sony Pictures Home Entertainment"
"183700100","Getaway","88200119","Getaway","2013-11-26","Regular","Warner Home Video"
"183730100","Dodookdeul","75460119","The Thieves","2013-02-12","Regular","Well Go USA Video"
"183740100","Star Wars Ep. VII: The Force Awakens","127420119","Star Wars Ep. VII: The Force Awakens","2016-04-01","Online Only","Disney/Lucasfilm"
"183810100","Side Effects","81230119","Side Effects","2013-05-21","Regular","Universal Home Entertainment"
"183820100","Sunset Boulevard","73740119","Sunset Boulevard","1998-01-13","Regular","Paramount Home Video"
"183850100","Satanic","140350119","Satanic","2016-10-04","Regular","Magnolia Home Entertainment"
"183860100","Delivery Man","92400119","Delivery Man","2014-03-25","Regular","Buena Vista Home Entertainment"
"183880100","Tong que tai","73590119","The Assassins","2013-01-08","Regular","Well Go USA Video"
"183920100","Fire with Fire","73620119","Fire with Fire","2012-11-06","Regular","Lionsgate Home Entertainment"
"183940100","I AM: SMTOWN - Live at Madison Square Garden","73660119","I AM: SMTOWN  Live at Madison Square Garden","2012-11-06","Regular","CJ Entertainment"
"184070100","Hammer of the Gods","89460119","Hammer of the Gods","2013-07-05","Regular","Magnolia Home Entertainment"
"184090100","Tyler Perry's I Don't Want to Do Wrong","73860119","Tyler Perry's I Don't Want to Do Wrong","2012-10-23","Regular","Lionsgate Home Entertainment"
"184100100","Hotel Transylvania 2","122730119","Hotel Transylvania 2","2015-12-22","Online Only","Fox Home Entertainment"
"184130100","Struck By Lightning","81260119","Struck By Lightning","2013-05-21","Regular","New Video Group"
"184140100","Jason Becker: Not Dead Yet","75610119","Jason Becker Not Dead Yet","2012-12-18","Regular","Kino Video"
"184160100","Le Capital","95340119","Le Capital","2014-06-10","Regular","Entertainment One"
"184200100","The Last Exorcism Part II","82420119","The Last Exorcism Part II","2013-06-18","Regular","Sony Pictures Home Entertainment"
"184230100","The Man in the White Suit","215400119","The Man in the White Suit","2002-09-10","Regular","Anchor Bay Home Entertainment"
"184280100","Greedy Lying Bastards","89680119","Greedy Lying Bastards","2014-01-14","Regular","Disinformation"
"184320100","Pawn","80160119","Pawn","2013-04-23","Regular","Anchor Bay Home Entertainment"
"184340100","Paradise","87710119","Paradise","2013-11-12","Regular","Image Entertainment Video"
"184360100","The Loving Story","221580119","The Loving Story","2013-05-28","Regular","Docurama Video"
"184370100","The Girl","82930119","The Girl","2013-07-02","Regular","Virgil Films and Entertainment"
"184380100","Ha-Sippur Shel Yossi","81270119","Ha-Sippur Shel Yossi","2013-05-21","Regular","Strand Home"
"184390100","The ABCs of Death","81290119","The ABCs of Death","2013-05-21","Regular","Magnolia Home Entertainment"
"184400100","The Best Man Holiday","89480119","The Best Man Holiday","2014-02-11","Regular","Fox Home Entertainment"
"184410100","Burn","87200119","Burn","2013-06-18","Regular","Sundance Channel Home Entertainment"
"184430100","Knight of Cups","132470119","Knight of Cups","2016-06-21","Regular","Broad Green"
"184440100","Gwanghae, Wangyidoen namja","82170119","Gwanghae, Wangyidoen namja","2013-06-11","Regular","Incecption/CJ Entertainment"
"184470100","Haunt","95290119","Haunt","2014-06-10","Regular","Mpi Home Video"
"184530100","The Purge","86600119","The Purge","2013-10-08","Regular","Universal Home Entertainment"
"184550100","Seal Team Six: The Raid of Osama Bin Laden","74410119","Seal Team Six: The Raid on Osama Bin Laden","2013-01-08","Regular","Anchor Bay Home Entertainment"
"184600100","Insidious Chapter 2","89000119","Insidious Chapter 2","2013-12-24","Regular","Sony Pictures Home Entertainment"
"184630100","Tyler Perry's The Single Moms Club","96680119","Tyler Perry's The Single Moms Club","2014-07-22","Regular","Lionsgate Home Entertainment"
"184660100","Like Someone in Love","94710119","Like Someone in Love","2014-05-20","Regular","Criterion"
"184680100","Frances Ha","87770119","Frances Ha","2013-11-12","Regular","Criterion"
"184690100","Much Ado About Nothing","86580119","Much Ado About Nothing","2013-10-08","Regular","Lionsgate Home Entertainment"
"184710100","Yi jiu si er","79330119","Yi jiu si er","2013-05-14","Regular","Well Go USA Video"
"184730100","Let Fury Have the Hour","181970119","Let Fury Have the Hour","2018-08-07","Regular","Kino Lorber"
"184780100","Overtime","74590119","Overtime","2013-01-01","Regular","VCI Entertainment"
"184920100","The Brass Teapot","82430119","The Brass Teapot","2013-06-18","Regular","Magnolia Home Entertainment"
"184960100","Inside Llewyn Davis","91940119","Inside Llewyn Davis","2014-03-11","Regular","Sony Pictures Home Entertainment"
"184970100","Into the White","82620119","Into the White","2013-06-25","Regular","Magnolia Home Entertainment"
"184980100","It's a Disaster","81900119","It's a Disaster","2013-06-04","Regular","Oscilloscope Video"
"185020100","The Lords of Salem","85340119","The Lords of Salem","2013-09-03","Regular","Anchor Bay Home Entertainment"
"185040100","Phantom","80320119","Phantom","2013-06-18","Regular","Fox Home Entertainment"
"185060100","Return to the Hiding Place","183030119","Return to the Hiding Place","2016-04-05","Regular",""
"185100100","Mumia: Long Distance Revolutionary","82180119","Mumia: Long Distance Revolutionary","2013-06-11","Regular","First Run Home"
"185130100","Bert Stern: Original Mad Man","83350119","Bert Stern: Original Mad Man","2013-07-16","Regular","First Run Home"
"185150100","Fantastic Four","121130119","Fantastic Four","2015-11-20","Online Only","Fox Home Entertainment"
"185160100","The Book of Life","105500119","The Book of Life","2015-01-27","Regular","Fox Home Entertainment"
"185190100","Adventures in Lalaloopsy Land: The Search for Pillow","75000119","Adventures in Lalaloopsy Land: The Search for Pillow","2012-03-20","Regular","Lionsgate Home Entertainment"
"185230100","Upstream Color","79640119","Upstream Color","2013-05-07","Regular","erbp"
"185260100","The Monuments Men","93090119","The Monuments Men","2014-05-20","Regular","Sony Pictures Home Entertainment"
"185320100","The Marine 3 Homefront","76650119","The Marine 3 Homefront","2013-03-05","Regular","Fox Home Entertainment"
"185340100","Stand Off","79110119","Stand Off","2013-03-26","Regular","Ketchup Entertainment"
"185390100","Dupa dealuri","176960119","Beyond the Hills","2018-05-22","Regular","Sony Pictures Home Entertainment"
"185400100","Love and Honor","83600119","Love and Honor","2013-07-23","Regular","Mpi Home Video"
"185480100","The Playroom","75590119","The Playroom","2013-02-08","Regular","Freestyle Digital Media"
"185520100","Geography Club","92430119","Geography Club","2014-03-25","Regular","Breaking Glass Pictures"
"185530100","Killing Season","88170119","Killing Season","2013-08-20","Regular","Alchemy"
"185550100","The Sapphires","84040119","The Sapphires","2013-08-06","Regular","Anchor Bay Home Entertainment"
"185650100","Koch","84980119","Koch","2013-08-27","Regular","Zeitgeist Home"
"185660100","Girl Most Likely","87490119","Girl Most Likely","2013-11-05","Regular","Lionsgate Home Entertainment"
"185670100","Disney Planes","87960119","Disney Planes","2013-11-19","Regular","Buena Vista Home Entertainment"
"185680100","About Last Night","94660119","About Last Night","2014-05-20","Regular","Sony Pictures Home Entertainment"
"185730100","Ginger & Rosa","83590119","Ginger & Rosa","2013-07-23","Regular","Lionsgate Home Entertainment"
"185760100","The Call","82590119","The Call","2013-06-25","Regular","Sony Pictures Home Entertainment"
"185830100","Guns, Girls and Gambling","75980119","Guns, Girls and Gambling","2013-01-08","Regular","Universal Home Entertainment"
"185850100","Jug Face","86280119","Jug Face","2013-10-15","Regular","MVD Entertainment Group"
"185940100","The Iceman","85350119","The Iceman","2013-09-03","Regular","Alchemy"
"185990100","Greenwich Village: Music That Defined a Generation","86990119","Greenwich Village: Music That Defined a Generation","2013-11-12","Regular","Kino Video"
"186010100","Madly Madagascar","76070119","Madly Madagascar","2013-01-29","Regular","Fox Home Entertainment"
"186070100","The Book Thief","89630119","The Book Thief","2014-03-11","Regular","Fox Home Entertainment"
"186140100","Wrong","101080119","Wrong","2013-06-11","Regular","Image Entertainment Video"
"186160100","Arthur Newman","84300119","Arthur Newman","2013-09-03","Regular","Cinedigm"
